1,1,Nunca,EN,1,,,1,2016-03-07 14:51:37
2,1,Casi Nunca,EN,2,,,2,2016-03-07 14:51:44
3,1,En ocasiones,EN,3,,,3,2016-03-07 14:51:49
4,1,Casi siempre,EN,4,,,4,2016-03-07 14:51:59
5,1,Siempre,EN,5,,,5,2016-03-07 14:55:44
6,2,Marginal,EN,1,,,1,2016-05-27 10:17:36
7,2,Insuficiente ,EN,2,,,2,2016-05-27 10:19:30
8,2,Adecuado,EN,3,,,3,2016-05-27 10:21:04
9,2,Superior,EN,4,,,4,2016-05-27 10:21:26
10,2,Excelente,EN,5,,,5,2016-05-27 10:21:43
